,Date,Ticker,Open,High,Low,Close,Volume,Open_mom_pct,Open_cumulative_pct,High_mom_pct,High_cumulative_pct,Low_mom_pct,Low_cumulative_pct,Close_mom_pct,Close_cumulative_pct,Volume_mom_pct,Volume_cumulative_pct
0,2023-01-31,NVDA,16.992145,17.507929999999998,16.69229,17.260730000000002,473091766.05,,0.0,,0.0,,0.0,,0.0,,0.0
1,2023-02-28,NVDA,21.847557894736845,22.43614736842105,21.509726315789475,22.026626315789475,547455287.9473684,28.574455401227116,28.574455401227116,28.148486819521512,28.148486819521512,28.860248149232227,28.860248149232227,27.611209466746022,27.611209466746022,15.718625271848218,15.718625271848218
2,2023-03-31,NVDA,24.960386956521738,25.444921739130436,24.586552173913045,25.09275217391304,490136764.34782606,14.247949710364583,46.89367914716911,13.41038780545829,45.33369586884595,14.304346847337568,47.29286499283829,13.920088415563026,45.374802652686405,-10.46999177128285,3.6028947280440704
3,2023-04-30,NVDA,27.132573684210527,27.471605263157898,26.737652631578946,27.134163157894733,391610259.3684211,8.702536268658424,59.677154851318214,7.964982344240146,56.90949908503118,8.749093579490474,60.17965558697427,8.135460669411888,57.20171254573086,-20.101839353043417,-17.223192735290038
4,2023-05-31,NVDA,30.945186363636363,31.557604545454545,30.46407272727273,31.039413636363637,532015419.04545456,14.051791487972775,82.11465570495287,14.873536668701238,80.24749096811871,13.936975496841608,82.50385493705615,14.39237486612026,79.82677231127325,35.85328941674697,12.455015543269266
5,2023-06-30,NVDA,40.77207142857143,41.529333333333334,40.15092857142857,40.90250476190476,501571408.71428573,31.75577923318833,139.94658372189872,31.598497197453113,137.20298935015927,31.797638913472515,140.53577173310896,31.776022708064964,136.9685683160837,-5.722392479863025,6.019898190592432
6,2023-07-31,NVDA,44.803315,45.44309,44.12938,44.742295,435648227.75,9.887267019265632,163.6707431580886,9.424077760297944,159.5571835162695,9.90874076920476,164.36983781134882,9.387665279783786,159.21438432789338,-13.143329109063728,-7.914645949691435
7,2023-08-31,NVDA,45.313786956521746,46.14533043478261,44.26384782608695,45.23339565217391,593155339.5217391,1.1393620238184354,166.6749074735517,1.5453184076668514,163.568168451568,0.3047127018031004,165.17540628689625,1.0976206119375664,162.05957483938343,36.154654544382936,25.37849569316957
8,2023-09-30,NVDA,44.493795,45.06514,43.713775,44.307445,429168000.7,-1.8095860257906105,161.84919561362028,-2.3408445114706633,157.39844744638575,-1.2427135305728365,161.88003563321746,-2.0470509428345496,156.6950818418456,-27.646609226170337,-9.284407064771827
9,2023-10-31,NVDA,43.59685454545455,44.31316363636363,42.82057727272727,43.61898636363637,461190035.95454544,-2.0158776174193482,156.5706362878527,-1.6686431322223028,153.10338593062477,-2.043286646538145,156.52907583517464,-1.5538215673768452,152.70649829779134,7.461421914568533,-2.5157339335719286
