Date,Open,High,Low,Close,Volume
2023-03-01,23.1752,23.2387,22.4917,22.6814,460360225
2023-03-02,22.4717,23.3634,22.4158,23.2971,390358376
2023-03-03,23.3031,23.8826,23.1132,23.8726,412693259
2023-03-06,23.8736,24.2304,23.47,23.537,437747400
2023-03-07,23.587,24.1115,23.2281,23.2751,515441035
2023-03-08,23.474,24.1865,23.4105,24.1675,513859664
2023-03-09,24.1615,24.4405,23.3698,23.423,501536399
2023-03-10,23.396,23.614,22.7132,22.9521,475130348
2023-03-13,22.7392,23.2851,22.2847,22.9531,422125489
2023-03-14,23.483,24.2055,23.447,24.0495,475174853
2023-03-15,23.7477,24.2725,23.347,24.2145,524778097
2023-03-16,24.0135,25.5738,23.8807,25.5268,585272319
2023-03-17,25.9676,26.3843,25.6536,25.7106,849019554
2023-03-20,25.6006,26.0096,25.1158,25.8856,432988410
2023-03-21,26.1655,26.3773,25.3669,26.1844,547712894
2023-03-22,26.4103,27.5735,26.2224,26.4533,797739536
2023-03-23,27.1004,27.4836,26.6751,27.1759,565203638
2023-03-24,27.0159,27.1519,26.3403,26.764,455667925
2023-03-27,26.822,26.9849,26.3503,26.5163,361226982
2023-03-28,26.4323,26.4983,25.8356,26.3953,356302278
2023-03-29,26.81,27.0629,26.5822,26.9689,393913321
2023-03-30,27.2139,27.4836,27.0869,27.3678,364718927
2023-03-31,27.1249,27.8188,27.0899,27.7615,434174651
2023-04-03,27.4936,27.9844,27.3208,27.9494,398937851
2023-04-04,27.9504,27.9844,27.2919,27.4377,368796989
2023-04-05,26.814,26.9829,26.3803,26.8659,515301818
2023-04-06,26.5692,27.0649,26.4123,27.0219,397875999
2023-04-10,26.808,27.6055,26.6541,27.5635,395498885
2023-04-11,27.708,27.7745,27.1109,27.1539,314553409
2023-04-12,27.3548,27.4526,26.4328,26.4803,446507702
2023-04-13,26.7191,26.8718,26.3143,26.4483,353812391
2023-04-14,26.4893,26.8679,26.2054,26.743,395880677
2023-04-17,26.5508,26.9909,26.4184,26.9869,321650493
2023-04-18,27.5181,28.0944,27.3418,27.6515,605148672
2023-04-19,27.3458,27.9844,27.2169,27.9154,358860333
2023-04-20,27.6555,28.0144,26.9849,27.0889,427951674
2023-04-21,26.9369,27.1679,26.7071,27.1039,345295136
2023-04-24,26.9979,27.3508,26.6562,27.0269,339470981
2023-04-25,27.0629,27.2319,26.2104,26.2264,378738157
2023-04-26,26.9869,27.3148,26.6902,26.9409,406563309
2023-04-27,27.3478,27.4796,26.6103,27.2109,377371426
2023-04-28,27.2099,27.7425,27.0564,27.7335,292379026
2023-05-01,27.8245,29.0421,27.7645,28.8938,570646441
2023-05-02,28.6639,28.8198,28.0674,28.1944,402954058
2023-05-03,27.8245,28.3513,27.4567,27.7865,383601106
2023-05-04,27.6355,27.8435,27.2249,27.5465,322029815
2023-05-05,27.81,28.7389,27.7155,28.6639,361695583
2023-05-08,28.5062,29.2037,28.3343,29.1347,345171197
2023-05-09,28.8828,28.9568,28.4343,28.5551,315044973
2023-05-10,28.9888,29.0967,28.4455,28.8688,369555862
2023-05-11,28.8798,28.9338,28.2304,28.5621,322328601
2023-05-12,28.5131,28.7638,28.0304,28.3243,274375106
2023-05-15,28.4927,28.9528,28.1364,28.9368,294089709
2023-05-16,28.8248,29.8532,28.8158,29.1967,449655446
2023-05-17,29.5676,30.1821,29.4137,30.1611,432776512
2023-05-18,30.3931,31.8103,30.3031,31.6603,749142362
2023-05-19,31.5183,31.5623,30.8989,31.2465,474171814
2023-05-22,30.884,31.5023,30.663,31.1586,372207029
2023-05-23,30.9827,31.2705,30.614,30.671,356451841
2023-05-24,30.1931,30.59,29.7894,30.521,721820641
2023-05-25,38.5014,39.4579,36.6147,37.959,1544771272
2023-05-26,37.869,39.1483,37.529,38.9244,714794977
2023-05-30,40.5724,41.9146,39.9267,40.0886,923915819
2023-05-31,39.4659,40.2726,37.801,37.813,1003139055
2023-06-01,38.4674,40.0277,38.3186,39.7478,636227396
2023-06-02,40.0747,40.4774,39.0364,39.3051,483000292
2023-06-05,38.8874,39.5429,38.6854,39.1493,396314599
2023-06-06,38.8084,39.1383,38.1268,38.6324,388945824
2023-06-07,38.8974,39.481,37.3389,37.4579,512230274
2023-06-08,37.7069,38.8464,37.4879,38.4924,417962017
2023-06-09,39.0194,39.6929,38.5494,38.7524,427911601
2023-06-12,39.1823,39.512,38.6004,39.464,389850214
2023-06-13,40.1678,41.0824,39.7219,41.0034,613486481
2023-06-14,40.8054,42.9805,40.5336,42.9775,740801100
2023-06-15,42.5828,43.2693,42.1278,42.6338,568880124
2023-06-16,43.4303,43.7012,42.6413,42.6726,656007021
2023-06-20,42.9785,43.97,42.6547,43.7881,451357878
2023-06-21,43.4813,43.5953,42.0608,43.0255,551853270
2023-06-22,42.2338,43.4058,42.2148,43.0055,417927031
2023-06-23,42.4448,42.7896,41.9959,42.1898,358302391
2023-06-26,42.4228,42.7446,40.0818,40.6136,594591669
2023-06-27,40.7805,41.9209,40.4296,41.8569,462384470
2023-06-28,40.6415,41.826,40.4996,41.0984,582903716
2023-06-29,41.5391,41.581,40.5816,40.8034,380687006
2023-06-30,41.661,42.5308,41.4823,42.2828,501375209
2023-07-03,42.4978,42.8785,42.1828,42.3938,198299152
2023-07-05,42.1158,43.1574,42.0658,42.2978,323764442
2023-07-06,41.825,42.1598,41.3274,42.0838,304276831
2023-07-07,42.3028,43.1944,42.1608,42.4838,356042996
2023-07-10,42.6378,42.7916,41.63,42.1608,354068740
2023-07-11,42.4618,42.7386,42.0478,42.3858,298379426
2023-07-12,43.0135,43.915,42.7579,43.882,481495460
2023-07-13,44.4977,46.134,44.4717,45.9561,478420735
2023-07-14,46.5617,48.0662,45.0395,45.4485,772425757
2023-07-17,46.2679,46.4749,45.2419,46.4399,510719919
2023-07-18,46.6799,47.8743,45.7133,47.4724,570449216
2023-07-19,47.4424,47.7964,46.7208,47.0557,427695823
2023-07-20,46.4859,47.0657,45.0415,45.4994,538108634
2023-07-21,45.7672,45.8451,44.08,44.2888,964206063
2023-07-24,44.7107,45.0885,44.02,44.5917,383273620
2023-07-25,44.9207,46.1615,44.9027,45.6584,348238896
2023-07-26,46.0001,46.0321,44.6097,45.4315,364402579
2023-07-27,46.4979,47.3734,45.7292,45.8791,456182477
2023-07-28,46.6469,47.0057,46.3599,46.7288,331344561
2023-07-31,46.7328,47.1087,46.4849,46.7078,251169228
2023-08-01,46.4384,46.8787,46.0061,46.4859,239384572
2023-08-02,45.8101,45.8191,43.3673,44.249,530382189
2023-08-03,43.7802,45.0975,43.7802,44.4947,325224144
2023-08-04,44.9646,45.6214,44.3728,44.6597,362830786
2023-08-07,45.0905,45.5194,44.5432,45.396,322299758
2023-08-08,44.8327,45.2215,44.036,44.6437,354004031
2023-08-09,44.254,44.2918,42.1148,42.5348,586715246
2023-08-10,42.1408,43.5543,41.816,42.3688,492928927
2023-08-11,41.732,41.9989,40.6206,40.8364,533327215
2023-08-14,40.4676,43.7802,40.2928,43.7332,690599135
2023-08-15,44.5397,45.2475,43.6902,43.92,676818563
2023-08-16,44.4997,44.6547,43.3863,43.4663,527690078
2023-08-17,43.95,44.042,42.9815,43.3238,452600151
2023-08-18,42.6158,43.5583,41.641,43.2793,584032829
2023-08-21,44.4737,47.0437,44.202,46.9457,692887713
2023-08-22,48.1131,48.1651,45.3126,45.6474,757550589
2023-08-23,45.8451,47.1786,45.1875,47.0947,779399671
2023-08-24,50.1932,50.2432,47.1377,47.1417,1156568792
2023-08-25,46.9907,47.7834,45.0035,45.9971,925760511
2023-08-28,46.4609,46.9587,44.8677,46.8138,685503223
2023-08-29,46.6449,49.0588,46.3699,48.7618,701715338
2023-08-30,49.0218,49.9044,48.403,49.2417,735539673
2023-08-31,49.3576,49.7214,48.9358,49.3326,528809675
2023-09-01,49.7394,49.7774,48.1197,48.487,464040822
2023-09-05,48.2011,48.8286,47.8384,48.5259,382826257
2023-09-06,48.423,48.5309,46.5627,47.0436,468843656
2023-09-07,45.5082,46.3267,45.1352,46.2237,433490849
2023-09-08,45.9249,46.5887,45.2542,45.5552,474075968
2023-09-11,46.1308,46.1458,44.2955,45.1612,474141603
2023-09-12,44.7214,45.6562,44.5144,44.8534,349386070
2023-09-13,44.5834,45.9129,44.4864,45.4682,398503318
2023-09-14,45.9329,45.9698,45.1142,45.5642,370234671
2023-09-15,45.3242,45.5822,43.7917,43.8836,507018770
2023-09-18,42.7321,44.2256,41.9844,43.9496,500456614
2023-09-19,43.8167,43.9496,42.986,43.5039,373202813
2023-09-20,43.5839,43.8866,42.2073,42.2233,367244051
2023-09-21,41.5674,42.0843,40.9648,41.0018,450903384
2023-09-22,41.5564,42.0993,41.2158,41.5944,479414321
2023-09-25,41.5754,42.5203,41.1618,42.2063,419246630
2023-09-26,41.9854,42.8041,41.6394,41.8954,402431516
2023-09-27,42.3143,42.856,41.6135,42.4523,445100470
2023-09-28,42.4443,43.4302,42.0993,43.073,424820529
2023-09-29,43.8107,44.1276,43.2908,43.4829,397977702
2023-10-02,44.0136,45.1582,43.8446,44.7654,433459157
2023-10-03,44.7914,45.1132,43.2299,43.5009,471024435
2023-10-04,43.7258,44.1266,43.2759,44.0246,361955257
2023-10-05,44.0336,44.8834,43.8716,44.6714,393629248
2023-10-06,44.1766,45.772,44.0096,45.745,434597390
2023-10-09,44.8254,45.5882,44.3515,45.2562,409826892
2023-10-10,45.2932,46.2417,45.0712,45.781,368718988
2023-10-11,46.1787,46.8417,46.0329,46.7887,378277348
2023-10-12,46.7597,47.5913,46.3127,46.9276,481503786
2023-10-13,46.9426,47.0986,45.2632,45.4442,475602585
2023-10-16,45.0462,46.2077,44.8954,46.0778,375238569
2023-10-17,43.9836,44.7374,42.4643,43.9216,812634408
2023-10-18,42.5753,43.203,41.8094,42.1803,627527346
2023-10-19,42.7951,43.2809,41.8664,42.0853,501419261
2023-10-20,41.8744,42.4543,41.0628,41.3717,477443329
2023-10-23,41.2138,43.2319,40.9298,42.959,478708238
2023-10-24,43.061,43.6808,42.6751,43.6469,401612492
2023-10-25,43.3819,43.6339,41.5395,41.7634,398527196
2023-10-26,41.8374,42.2398,39.8654,40.3111,541202273
2023-10-27,41.1148,41.1908,40.0001,40.4849,416939223
2023-10-30,41.0718,41.7504,40.4659,41.1458,388172272
2023-10-31,40.4349,40.8638,39.2155,40.7649,518161098
2023-11-01,40.8688,42.3653,40.8538,42.3093,437755442
2023-11-02,43.3119,43.8676,42.878,43.4899,409323855
2023-11-03,44.0036,45.2922,43.7068,44.9883,424767310
2023-11-06,45.2677,45.9179,44.8824,45.734,400882201
2023-11-07,45.7021,46.2007,45.1407,45.9379,343292937
2023-11-08,46.0828,46.8497,45.9509,46.5567,346847727
2023-11-09,47.4493,48.2121,46.7327,46.9326,540696735
2023-11-10,47.4823,48.454,47.2655,48.3171,422598474
2023-11-13,48.3021,49.0978,48.0812,48.6019,384278386
2023-11-14,49.6616,49.8155,49.0218,49.6376,417108746
2023-11-15,49.9165,49.9415,48.1821,48.8698,475673972
2023-11-16,48.6608,49.5063,48.3121,49.4617,339882441
2023-11-17,49.5056,49.6985,48.9888,49.2798,326017963
2023-11-20,49.2938,50.5293,49.1628,50.3903,416297175
2023-11-21,50.1073,50.4983,49.2038,49.9255,565957015
2023-11-22,49.8335,50.3162,47.6723,48.6978,900976871
2023-11-24,48.452,48.9028,47.7273,47.7583,294754085
2023-11-27,47.7823,48.5119,47.6343,48.2241,395808867
2023-11-28,48.2181,48.305,47.4553,47.8033,401639982
2023-11-29,48.361,48.7438,47.8423,48.1221,382146544
2023-11-30,48.0062,48.0922,46.4047,46.7527,526442102
2023-12-01,46.5077,47.1825,46.1698,46.7477,369454191
2023-12-04,46.0599,46.0599,44.9933,45.4932,437705964
2023-12-05,45.4532,46.5868,45.2582,46.5528,371823010
2023-12-06,47.2011,47.3735,45.3992,45.4902,380697455
2023-12-07,45.6871,46.6158,45.5912,46.5828,350922015
2023-12-08,46.5818,47.7273,46.5368,47.4925,359325547
2023-12-11,47.4775,47.5175,45.8169,46.6138,509872609
2023-12-12,46.0329,47.6525,46.0329,47.6435,372492439
2023-12-13,47.6155,48.5802,47.5945,48.0744,447918818
2023-12-14,48.3763,48.6561,47.4085,48.3363,391342662
2023-12-15,48.1803,49.39,48.1063,48.8761,480083655
2023-12-18,49.386,50.4187,49.1361,50.0628,412704147
2023-12-19,49.41,49.6859,48.8811,49.59,464576140
2023-12-20,49.641,49.9849,48.0844,48.0973,398007201
2023-12-21,48.7971,49.0811,48.4053,48.9761,300510527
2023-12-22,49.1811,49.369,48.4533,48.8161,252578351
2023-12-26,48.9541,49.586,48.9461,49.2651,244268755
2023-12-27,49.497,49.666,49.0711,49.403,233714224
2023-12-28,49.629,49.8698,49.398,49.508,246657392
2023-12-29,49.7989,49.9829,48.7371,49.508,389403673
2024-01-02,49.2301,49.2811,47.5815,48.1543,411370819
2024-01-03,47.4715,48.1704,47.3066,47.5555,320987151
2024-01-04,47.7535,48.4863,47.4945,47.9844,306621799
2024-01-05,48.4483,49.533,48.2923,49.0831,415156942
2024-01-08,49.498,52.2601,49.465,52.2381,642692065
2024-01-09,52.3861,54.3097,51.6754,53.1249,773319250
2024-01-10,53.6008,54.5844,53.4738,54.3346,533947102
2024-01-11,54.9834,55.3304,53.5448,54.8064,596927964
2024-01-12,54.6044,54.9544,54.3147,54.6944,353093681
2024-01-16,55.0024,56.8188,54.8844,56.3661,449707195
2024-01-17,56.3311,56.4547,54.7244,56.0371,474528941
2024-01-18,57.2438,57.5837,56.0911,57.0908,491789753
2024-01-19,57.9725,59.4831,57.2088,59.4741,543655574
2024-01-22,60.0321,60.3138,59.0532,59.6371,453083052
2024-01-23,59.5531,59.8931,58.5685,59.8561,294737991
2024-01-24,60.2868,62.8312,59.9211,61.3447,560429609
2024-01-25,62.3324,62.7013,60.8327,61.5995,482913717
2024-01-26,60.9427,61.7654,60.5558,61.0137,390419251
2024-01-29,61.2147,62.4714,60.8897,62.4474,348831853
2024-01-30,62.8821,63.475,62.2424,62.7562,410851752
2024-01-31,61.4226,62.2514,60.6828,61.5095,453923530
2024-02-01,62.0824,63.173,61.6325,63.0091,369250450
2024-02-02,63.9558,66.5811,63.672,66.1412,476712770
2024-02-05,68.2057,69.4773,67.186,69.3123,680270827
2024-02-06,69.6102,69.7342,66.2812,68.2037,683305037
2024-02-07,68.2997,70.2001,67.5807,70.0791,495715056
2024-02-08,70.0541,70.7739,69.4353,69.6212,414539607
2024-02-09,70.513,72.1645,70.1921,72.1125,436760686
2024-02-12,72.5794,74.5899,71.2299,72.2275,613884180
2024-02-13,70.3801,73.4292,69.6002,72.1075,602750994
2024-02-14,73.1813,74.215,71.9175,73.879,505060575
2024-02-15,73.848,73.954,72.3795,72.6374,420240923
2024-02-16,74.079,74.3809,72.4804,72.5924,495467056
2024-02-20,71.9265,71.9355,67.7147,69.4323,705032935
2024-02-21,67.9867,68.8685,66.2292,67.4529,690493844
2024-02-22,75.0037,78.5527,74.199,78.5158,865345014
2024-02-23,80.7671,82.3706,77.5481,78.7947,829623519
2024-02-26,79.6775,80.6231,78.4828,79.0696,504115617
2024-02-27,79.3585,79.4575,77.1402,78.6787,391816297
2024-02-28,77.5981,78.9106,77.1032,77.6411,393221855
2024-02-29,79.0716,79.9673,78.3278,79.0896,507432807
2024-03-01,79.9773,82.2766,79.4125,82.2556,479270945
2024-03-04,84.1062,87.6702,83.6952,85.2128,615790990
2024-03-05,85.2498,86.0766,83.3974,85.9436,520762473
2024-03-06,88.0012,89.7027,87.0095,88.679,582658113
2024-03-07,90.1367,92.7451,89.5807,92.6471,608263029
2024-03-08,95.1154,97.377,86.4855,87.5073,1142539298
2024-03-11,86.4085,88.776,84.1461,85.7538,678524607
2024-03-12,88.0282,91.9382,86.1297,91.8913,668233203
2024-03-13,91.0334,91.4824,88.414,90.8664,635863287
2024-03-14,89.5557,90.6246,86.5795,87.9232,602460656
2024-03-15,86.9095,89.5247,86.2366,87.8157,642238065
2024-03-18,90.3667,92.3831,87.0644,88.434,669134196
2024-03-19,86.6795,90.5227,84.9898,89.3769,672330292
2024-03-20,89.7757,90.3887,88.2022,90.3507,479176127
2024-03-21,92.2781,92.6261,90.3837,91.4134,480485956
2024-03-22,91.1194,94.7556,90.8124,94.2667,586858166
2024-03-25,93.9188,96.7431,93.4879,94.9796,552266704
2024-03-26,95.8283,96.3523,92.4801,92.5391,513769099
2024-03-27,93.09,93.2179,89.102,90.2287,586205882
2024-03-28,89.9787,91.2784,89.172,90.3347,435315232
2024-04-01,90.2777,92.2031,89.183,90.3417,452548528
2024-04-02,88.427,90.0727,87.5993,89.4308,433166004
2024-04-03,88.463,90.3527,88.379,88.943,370154100
2024-04-04,90.3847,90.6126,85.8597,85.8847,435067824
2024-04-05,86.8455,88.46,85.9057,87.9872,399773016
2024-04-08,88.679,88.809,86.7115,87.1123,283287004
2024-04-09,87.4213,87.6143,83.0024,85.3338,503666479
2024-04-10,83.9061,87.3793,83.6891,87.0185,432030715
2024-04-11,87.3993,90.7174,86.9055,90.5946,431739387
2024-04-12,89.6777,90.1537,87.5093,88.1652,426905763
2024-04-15,89.077,90.5916,85.9087,85.9806,443181773
2024-04-16,86.412,88.0972,86.0435,87.3943,370540662
2024-04-17,88.319,88.754,83.9301,84.0151,495516712
2024-04-18,84.9498,86.1696,82.3825,84.651,447366153
2024-04-19,83.1304,84.3041,75.5881,76.182,871686845
2024-04-22,78.0855,80.0541,76.3819,79.4992,596481592
2024-04-23,80.7499,82.7494,80.245,82.4035,438663124
2024-04-24,83.9301,84.0621,79.1642,79.6582,512328708
2024-04-25,78.8494,83.3034,78.2045,82.6124,424741191
2024-04-26,83.7981,88.3099,83.3674,87.7143,551141138
2024-04-29,87.5743,87.9712,85.2458,87.7363,389062783
2024-04-30,87.2193,88.798,86.2796,86.3815,363794746
2024-05-01,85.0568,85.9796,81.2354,83.0214,559995622
2024-05-02,84.4291,86.2166,83.1804,85.7968,377986943
2024-05-03,87.7683,89.2599,87.0195,88.768,398434959
2024-05-06,89.3689,92.1981,89.034,92.1182,376291552
2024-05-07,91.0764,91.7594,88.99,90.5327,437445076
2024-05-08,89.4613,91.1724,89.3989,90.3907,325798079
2024-05-09,90.5077,91.0504,88.2102,88.726,378102110
2024-05-10,90.2832,91.3794,89.206,89.8567,335404741
2024-05-13,90.4567,90.9764,88.508,90.3777,289748702
2024-05-14,89.5777,91.6294,88.913,91.3344,296577227
2024-05-15,92.4501,94.8396,91.5774,94.6076,417834278
2024-05-16,94.8876,95.7963,94.0808,94.3367,324028460
2024-05-17,94.3467,94.7176,91.7843,92.4571,359776125
2024-05-20,93.7278,95.1775,93.4179,94.7576,318839873
2024-05-21,93.5769,95.3774,93.1579,95.3634,329024282
2024-05-22,95.4364,95.9973,93.2269,94.9276,548777789
2024-05-23,102.004,106.295,101.496,103.774,835262840
2024-05-24,104.424,106.45,102.976,106.444,429595279
2024-05-28,110.218,114.912,109.857,113.874,652882312
2024-05-29,113.023,115.465,110.875,114.798,557573810
2024-05-30,114.623,115.791,109.637,110.474,487465627
2024-05-31,112.493,112.69,106.915,109.607,613407586
2024-06-03,113.594,114.973,111.976,114.973,438495475
2024-06-04,115.688,116.572,114.018,116.409,403419428
2024-06-05,118.343,122.421,117.44,122.412,528526789
2024-06-06,124.018,125.557,118.292,120.97,664853444
2024-06-07,119.742,121.664,117.994,120.86,412483362
2024-06-10,120.342,123.071,116.982,121.762,314236974
2024-06-11,121.752,122.851,118.722,120.892,222585531
2024-06-12,123.041,126.86,122.552,125.18,299641274
2024-06-13,129.37,129.78,127.14,129.59,260744803
2024-06-14,129.94,132.82,128.3,131.86,309368151
2024-06-17,132.97,133.71,129.56,130.96,288549004
2024-06-18,131.12,136.309,130.67,135.559,294380514
2024-06-20,139.778,140.738,129.5,130.76,517848395
2024-06-21,127.1,130.61,124.28,126.55,655585905
2024-06-24,123.221,124.44,118.022,118.092,476134394
2024-06-25,121.182,126.48,119.302,126.07,425853220
2024-06-26,126.11,128.1,122.582,126.38,363031980
2024-06-27,124.08,126.39,122.901,123.97,252610703
2024-06-28,124.56,127.69,122.732,123.52,315565472
2024-07-01,123.45,124.82,118.812,124.28,284929535
2024-07-02,121.112,123.39,121.012,122.652,218407697
2024-07-03,121.642,128.26,121.342,128.26,215782278
2024-07-05,127.36,128.83,125.66,125.81,214209769
2024-07-08,127.47,130.75,127.02,128.18,237714031
2024-07-09,130.33,133.8,128.63,131.36,287065151
2024-07-10,134.01,135.079,132.4,134.889,249017024
2024-07-11,135.729,136.129,127.03,127.38,374840624
2024-07-12,128.24,131.9,127.2,129.22,252719562
2024-07-15,130.54,131.37,127.16,128.42,208358340
2024-07-16,128.42,129.02,124.56,126.34,214802686
2024-07-17,121.332,121.832,116.702,117.972,390146438
2024-07-18,121.832,122.382,116.542,121.072,321029106
2024-07-19,120.332,121.582,117.352,117.912,217257350
2024-07-22,120.332,124.05,119.842,123.52,258108802
2024-07-23,122.761,124.67,122.082,122.572,173937844
2024-07-24,119.152,119.932,113.422,114.232,327827510
2024-07-25,113.022,116.612,106.284,112.262,460138077
2024-07-26,116.172,116.182,111.562,113.042,293444389
2024-07-29,113.672,116.262,111.282,111.572,248190395
2024-07-30,111.502,111.972,102.524,103.714,486908466
2024-07-31,112.882,118.322,110.863,117.002,473247265
2024-08-01,117.512,120.142,106.794,109.193,523543176
2024-08-02,103.744,108.704,101.354,107.254,482101914
2024-08-05,92.0458,103.394,90.676,100.434,552927763
2024-08-06,103.824,107.694,100.534,104.234,409075262
2024-08-07,107.794,108.784,98.6748,98.8947,411503971
2024-08-08,101.984,105.484,97.505,104.954,391970554
2024-08-09,105.624,106.584,103.414,104.734,290889078
2024-08-12,106.304,111.052,106.244,109.003,325610153
2024-08-13,112.422,116.212,111.562,116.122,312694949
2024-08-14,118.512,118.582,114.052,118.062,339298804
2024-08-15,118.742,123.221,117.452,122.841,318135802
2024-08-16,121.922,124.98,121.162,124.56,302636607
2024-08-19,124.26,129.98,123.4,129.98,318382744
2024-08-20,128.38,129.86,125.87,127.23,300133764
2024-08-21,127.295,129.33,126.64,128.48,257923402
2024-08-22,130.0,130.73,123.081,123.72,376247179
2024-08-23,125.84,129.58,125.2,129.35,323280255
2024-08-26,129.55,131.24,124.35,126.44,332015944
2024-08-27,125.03,129.18,123.86,128.28,303181392
2024-08-28,128.1,128.31,122.622,125.59,448170325
2024-08-29,121.337,124.41,116.692,117.572,453093275
2024-08-30,119.512,121.732,117.202,119.352,333803131
2024-09-03,115.992,116.192,107.274,107.984,477228797
2024-09-04,105.394,113.252,104.104,106.194,372527820
2024-09-05,104.969,109.633,104.744,107.194,306898089
2024-09-06,108.024,108.134,100.934,102.814,413701985
2024-09-09,104.864,106.534,103.674,106.454,273954321
2024-09-10,107.794,109.383,104.934,108.084,268325173
2024-09-11,109.373,117.172,107.404,116.892,441490548
2024-09-12,116.832,120.782,115.372,119.132,367125790
2024-09-13,119.072,119.947,117.592,119.092,238374751
2024-09-16,116.782,118.172,114.352,116.772,248789449
2024-09-17,118.162,118.792,114.822,115.582,231941856
2024-09-18,115.882,117.692,113.212,113.362,310340319
2024-09-19,117.342,119.652,117.242,117.862,293526661
2024-09-20,117.052,118.61,115.382,115.992,382488781
2024-09-23,116.542,116.982,114.852,116.252,206242699
2024-09-24,116.507,121.792,115.372,120.862,354991230
2024-09-25,122.012,124.931,121.602,123.501,284712564
2024-09-26,126.791,127.656,121.792,124.031,302603717
2024-09-27,123.961,124.021,119.252,121.392,271027848
2024-09-30,118.302,121.492,118.142,121.432,227069295
2024-10-01,121.757,122.427,115.782,116.992,302115300
2024-10-02,116.432,119.372,115.132,118.842,221861173
2024-10-03,120.912,124.351,120.332,122.842,277137067
2024-10-04,124.931,125.031,121.822,124.911,244482396
2024-10-07,124.981,130.631,124.941,127.711,346274090
2024-10-08,130.251,133.471,129.411,132.881,285742172
2024-10-09,134.101,134.511,131.371,132.641,246208575
2024-10-10,131.901,134.991,130.991,134.801,242328033
2024-10-11,134.001,135.771,133.651,134.791,170221202
2024-10-14,136.461,139.59,136.291,138.06,232363677
2024-10-15,137.861,138.56,128.731,131.591,377857054
2024-10-16,133.971,136.611,131.571,135.711,264897971
2024-10-17,139.33,140.88,136.861,136.921,306457035
2024-10-18,138.655,138.89,137.271,137.99,176102317
2024-10-21,138.12,143.7,137.99,143.7,264572742
2024-10-22,142.9,144.41,141.77,143.58,226327182
2024-10-23,142.02,142.42,137.451,139.55,285949739
2024-10-24,140.81,141.34,138.45,140.4,172366763
2024-10-25,140.92,144.12,140.79,141.53,205136242
2024-10-28,142.99,143.13,140.04,140.51,173598705
2024-10-29,140.275,142.25,138.89,141.24,157604492
2024-10-30,139.53,140.32,136.801,139.325,179430444
2024-10-31,137.591,137.601,132.101,132.751,270058247
2024-11-01,134.691,137.301,134.561,135.361,207142109
2024-11-04,137.201,138.95,135.561,136.041,187541094
2024-11-05,137.441,140.36,137.321,139.9,160548434
2024-11-06,142.95,146.48,141.95,145.6,242060622
2024-11-07,146.38,148.92,146.16,148.87,207337588
2024-11-08,148.76,149.76,146.25,147.62,175677934
2024-11-11,148.67,148.84,143.56,145.25,182338182
2024-11-12,146.77,149.64,146.0,148.28,198648424
2024-11-13,149.06,149.32,145.89,146.26,191916489
